matter,[5mAtE],"n.事件, 问题, 物质, 内容, 实质, 原因, (印刷或书写的)文件, (文章或讲话等的)素材//vi.有关系, 要紧"
mean,[mi:n; min],"adj.低劣的, 卑鄙的, 普通的, 吝啬的, 简陋的, 平均的, 惭愧的, 不舒服的//vt.意谓, 想要, 预定//vi.用意, 有意义//n.平均数, 中间, 中庸"
medicine,[5medsin; -disin],"n.药, 医学, 内科学, 内服药//vt.给...用药"
monitor,[5mCnitE],"n.班长, 监听器, 监视器, 监控器//vt.监控//v.监控"
mountain,[5mauntin],"n.山, 山脉"
mouth,[mauW],"n.口, 嘴"
must,[mQst; mEst],"aux.必须, 应当, 很可能, 一定, 必须, 肯定, 可以"
national,[5nAFEnEl],"adj.国家的, 国立[有]的, 民族的"
night,[nait],"n.夜, 夜晚, 黑暗, 死亡"
of,[Cv; Ev; v; f],"prep....的, 由...制成的, 离, 关于, 对于"
often,[5C(:)fn; 5C:ftEn],"adv.常常, 经常"
paint,[peint],"n.油漆, 颜料, 涂料//v.油漆, (用颜料等)画, 绘, 描绘, 逼真地描述"
pardon,[5pB:dn],"vt.原谅, 宽恕//n.原谅, 宽恕"
pass,[pB:s],"n.经过, 关口, 途径, 护照, 通行证, 入场券, 传球, 及格//vt.通过, 审查通过, 忽略, 传递//vi.经过, 变化, 流通, 宣判, 被忽略, 终止, 传递, 不叫牌"
past,[pB:st],"n.过去, 往时//adj.过去的, 结束的//prep.越过, 晚于//vbl.pass的过去分词"
pleasure,[5pleVE],"n.愉快, 快乐, 乐事, 乐趣, 意志, 愿望"
poor,[puE],"adj.贫穷的, 可怜的, 乏味的, 卑鄙的"
raincoat,[5reinkEut],n.<美>雨衣
rice,[rais],"n.稻, 米"
say,[sei],"v.说, 讲, 背诵, 念, 表示, 比方说, 假定//n.话语, 想说的意见, 发言权"
say hello to sb.,[],向某人问好\问候
shoe,[Fu:],"n.鞋, 鞋子//v.穿...鞋"
show,[FEu],"n.表示, 展览, 炫耀, 外观, 假装//v.出示, 指示, 引导, 说明, 显示, 展出, 放映"
slowly,[5slEuli],"adv.慢慢地, 迟缓地"
so-so,[5sEusEu],"adj.平常的, 不好不坏的"
son,[sQn],"n.儿子, 女婿, (长者对年轻男子的称呼)孩子"
square,[skwZE],"n.正方形, 广场, 平方, 直角尺//adj.正方形的, 四方的, 直角的, 正直的, 公平的, 结清的, 平方的, 彻底的//adv.成直角地, 正直地, 公平地, 坚定地//v.使成方形, 弄平, 使直, 与...一致, 符合, 自乘, 结算"
sun,[sQn],"n.太阳, 阳光, 恒星//vt.晒//n.(Sun) 星期天(=Sunday)//美国Sun公司，主要生产SUN系列工作站和网络产品, 是JAVA语言的创始者"
take medicine,[],吃药；服药
teachers' day,[],n.教师节
terrible,[5terEbl],"adj.很糟的, 极坏的, 可怕的, 骇人的"
the Capital Cinema,[],首都影院
the Lantern Fair,[],灯会
tonight,[tE5nait],"adv.今晚, 今夜//n.今晚"
train,[trein],"n.火车, 列车, 行列, 后果, 顺序, 长队, 长袍(裙)拖地的部分, 导火线//vt.训练, 培养, 瞄准, (园艺)整枝//vi.锻炼"
trip,[trip],"n.(短途)旅行, 绊倒, 摔倒, 失足, 往返, 差错, 支吾, 旅程//vt.使跌倒, 使犯错, 使失败, 挑剔//vi.轻快地走, 摔倒, 绊倒, 失足, 结巴, 远足, 犯错, 旅行"
two weeks ago,[],两周前
understand,[7QndE5stAnd],"v.懂, 了解, 听说, 推定, 以为, 省略"
with pleasure,[],"adv.愉快地, 愿意"
yesterday,[5jestEdi],n.昨天//adv.昨天
yesterday morning,[],昨天早晨\上午
