find,[faind],"vt.找到, 发现, 感到, 查明, 得到, 认为, 见到...的存在//vi.裁决//n.发现//[计] 在文件中查找指定的字符串"
fine,[fain],"adj.美好的, 优良的, 杰出的, 精美的, 杰出的, 细, 纤细, 纯粹//n.罚款, 罚金, 晴天, 精细//vt.罚款, 精炼, 澄清//vi.变清, 变细//adv.<口>很好, 妙, [常用于构成复合词]细微地, 精巧地"
fish,[fiF],"n.鱼, 鱼肉, 鱼类, 接合板//vt.钓, 钓鱼, 查出, 用接合板连接//vi.捕鱼, 钓鱼, 用钩捞取, 间接探听, 拉摸索寻找"
five,[faiv],"num.五, 五个(人或物)//n.五个一组, <口>五厘息金的证券"
for,[fC:; fE],"prep.(表示目的)为了, 因为, 至于, 对于, 适合于//conj.因为"
four,[fC:],"num.四, 四个, 第四(卷,章,叶等)壑"
fox,[fC:ks],"n.狐狸, 狐皮, 狡猾的人//vi.奸狡地行动, 变酸//vt.使变酸, 使生黄斑"
friend,[frend],"n.朋友, 赞助者, 助手"
gift,[gift],"n.赠品, 礼物, 天赋, 才能"
girl,[gE:l],"n.女孩, 少女, 女仆, (商店等的)女工作人员"
globe,[glEub],"n.球体, 地球仪, 地球, 世界"
go,[gEu],"vi.离去, 走, 进行, 变成, 趋于, 达到, 求助于, 诉诸//vt.以...打赌, 忍受, 出产//n.去, 进行"
go and see,[],去看看
good,[gud],"n.好, 好事, 慷慨的行为, 好处, 利益//adj.优良的, 上等的, 虔诚的, 愉快的, 慈善的, 好心的, 有益的"
good morning,[],int.早安
grandma,[5grAnmB:; 5grAndmB:],n.奶奶
grandpa,[5grAnpB:; 5grAndpB:],n.爷爷
green,[gri:n],"n.绿色, 绿色颜料, 绿色物品//adj.绿色的, 未成熟的, 新鲜的, 精力旺盛的, 无经验的, 青春的"
hand,[hAnd],"n.手, 掌管, 协助, 支配, 插手, 指针, 雇员, 手艺//vt.支持, 搀扶, 交给"
happy,[5hApi],"adj.快乐的, 幸福的, 陶醉于...的, 恰当的"
hat,[hAt],n.帽子//vt.戴帽子
have,[hAv],"vt.有, 持有, 拿, 从事(某事)//aux.已经"
he,[hi:; i:; hi; i],"pron.他//n.男, 雄//abbr.[军] High Explosive, 高爆炸药"
hello,[5helEu; he5lEu],"int.喂, 哈罗"
her,[hE:; E:7hE; E],"pron.她的, 她"
hi,[hai],"int.嗨!(引人注意时的喊声,打招呼)"
his,[hiz;iz],pron.他的
horse,[hC:s],"n.马, [总称]骑兵, 脚架, 马力//vi.骑马, 作弄人//vt.使骑马, 系马于"
how,[hau],"adv.（指范围, 程度, 数量, 价值）多少, 多么//n.方式（或方法）"
hurry,[5hQri],"v.(使)赶紧, (使)匆忙, 加速//n.匆忙, 仓促"
hurry up,[],"v.赶快, 使赶快"
in,[in],"prep.在...之内(上), 在...期间, 从事于, 符合, 穿着//adv.进入, 朝里, 在家, 已到达(来临)//adj.在里面的, 执政的//n.执政者, 入口//[域] India , 印度"
is,[iz;sz;],"prep.是//[域] Iceland , 冰岛//abbr.[军] Internal Security, 治安"
it,[it],"pron.它//[域] Italy , 意大利"
its,[its],pron.它的
jacket,[5dVAkit],"n.短上衣, 夹克, (锅炉、水管等的)套, 书籍的封面套纸, 护封, 马铃薯皮//vt.给...穿夹克, 给...装护套"
jar,[dVB:],"n.震动, 刺耳声, 震惊, 争吵, 罐, 广口瓶//vi.震惊, 冲突, 发刺耳声, 不一致//vt.震动, 刺激"
kettle,[5ketl],"n.壶, 罐, 釜, 鼓"
key,[ki:],"n.钥匙, 关键, 解答, (打字机等的)键, 调子, 对译本, (开钟表、发条的)栓, 要害//vt.调节...的音调, 锁上, 插上栓, 提供线索//vi.使用钥匙//n.[乐]键, 调, 基调"
kite,[kait],"n.风筝, (微风时使用的)高而轻的帆, <俚>[商]空头支票, 试探性行动//vi.象风筝一样飞, 轻快地移动, 使用空头支票//vt.使上升, 骗钱"
lake,[leik],n.湖
late,[leit],"adj.迟的, 晚(期)的, 已故的, 新近的//adv.晚, 迟, 最近, 在晚期"
learn,[lE:n],"vi.学习, 听到, 获悉//vt.学习, 学会, 认识到"
let,[let],"vt.假设, 出租, 允许, 排放, 让...进入(或通过), 妨碍//vi.出租, (工程等)被承包//n.出租屋, 障碍"
let's,[lets],让我们
letter,[5letE],"n.文字, 字母, 信函, 字面意义, 铅字, 证书, 文学, 学问//vt.用字母标明, 在...上刻(或题)字//vi.写印刷体字母"
like,[laik],"n.爱好, 同样的人(或物)//adj.相似的, 同样的//vt.喜欢, 希望, 愿意//vi.喜欢, 希望//prep.象, 如同//adv.可能"
look,[luk],"n.看, 注视, 脸色, 面容, 外表//vi.看, 注意, 朝着, 好象, 显得//vt.打量, 注视, 用眼神(或脸色)表示, 期待"
look at,[],"v.看, 考虑, 着眼于"
man,[mAn],"n.男人, 人类, 人, 丈夫, 雇工//vt.为...配备人手, 操纵, 在...就位, 使振奋"
many,[5meni],"n.多数, 群众//adj.许多的//pron.许多人, 许多"
map,[mAp],"n.地图, 图//v.绘制地图"
maybe,[5meibi],"adv.大概, 或许//n.疑虑"
merry,[5meri],"adj.欢乐的, 愉快的"
milk,[milk],"n.乳, 牛奶//v.挤(奶), 争吵, 罐, 广口瓶"
morning,[5mC:niN],"n.早晨, 上午"
mother,[5mQTE],"n.母亲, 妈妈"
mr,[5mistE(r)tania ; 毛里塔尼亚abbr.E军] Medium-Cange; 中程],"[域] Mauritania , 毛里塔尼亚//abbr.[军] Medium-Range, 中程"
mum,[mQm],"n.[植](=chrysanthemum)菊花, 沉默//adj.沉默的//vi.演哑剧//int.别说话!"
my,[mai; mi],"pron.我的//int.<口>嗳呀!啊呀!//[域] Malaysia , 马来西亚"
name,[neim],"n.名字, 名称, 姓名, 名誉//vt.命名, 提名, 叫出, 指定//adj.姓名的, 据以取名的"
new,[nju:],"adj.新的, 初见的, 更新的//adv.新近"
newspaper,[5nju:speipE],n.报纸
nice,[nais],"adj.美好的, 和蔼的, 正派的, 细微的, 挑剔的, 精密的, 拘泥的"
nine,[nain],"num.九, 九个"
nose,[nEuz],"n.鼻, (飞机、船等的)前端//v.侦察出"
now,[nau],"adv.现在, 目前, 此刻, 立刻, 马上//n.现在, 如今//conj.既然"
nurse,[nE:s],"n.护士, 保姆//vt.护理, 看护//v.照料"
office,[5Cfis],"n.办公室, 办事处, 事务所, <英>政府机关, 部, 公职, 职责, 帮助"
oh,[Eu],"int.[表示惊讶、害怕等] 哦, 哎哟"
on,[Cn],"prep.在...之上, 依附于, 临近, 靠近, 向, 在...时候, 关于, 涉及//adv.在上, 向前, 行动中, 作用中"
one,[wQn],"pron.一个人, 任何人, 一方//num.一, 一个//adj.一方的, 某一, 同样的"
over there,[],adv.那里
panda,[5pAndE],"n.熊猫, 黑白相间的熊类"
pen,[pen],"n.钢笔, 围栏, 围圈, 作家//vt.写, 关入栏中"
pencil,[5pensl],n.铅笔
pencil-box,[5penslbCks],n.铅笔盒
postcode,[5pEustkEud],n.邮递区号
pupil,[5pju:pl; 5pju:pil],"n.学生, 小学生, 瞳孔"
queen,[kwi:n],"n.王后, 女王"
question,[5kwestFEn],"n.问题, 疑问, 询问//v.询问, 审问, 怀疑"
robot,[5rEubCt; 5rCbEt],"n.机器人, 遥控设备, 自动机械, 机械般工作的人"
room,[ru:m; rum],"n.房间, 屋子, 寓所, 场所, 地位, 空间, 机会, 余地"
ruler,[5ru:lE],"n.统治者, 管理者, 尺, 直尺//n.标尺, 划线板, 划线的人"
sailor,[5seilE],"n.海员, 水手, 不大会晕船的人, 船员"
same,[seim],"adj.同一的, 相同的, 无变化的, 上述的, 所谓//pron.同样的事物//adv.同样地"
school,[sku:l],"n.学校, 学院, 学习, 授课, 求学, 全体学生, 学派//vt.锻炼, 教育"
sea,[si:],"n.海洋, 大浪, 大量, 许多"
see,[si:],"v.看, 看见, 了解, 领会, 注意, 留心, 经历, 阅历"
seven,[5sevEn],"num.七, 七个"
she,[Fi:; Fi],pron.[主格]她
ship,[Fip],"n.船, 海船, 舰//v.装上船, 航运, 载运, 在船上工作"
sister,[5sistE],"n.姐妹, 姐, 女会员, 修女, 妹//vt.姐妹般对待"
six,[siks],"num.六, 六个"
star,[stB:],"n.星, 恒星, 明星, 名角"
table,[5teibl],"n.桌子, 餐桌, 工作台, 平地层, 石板, 表格//adj.桌子的, 台子的//vt.搁置, 嵌合, 制表"
taxi,[5tAksi],n.出租汽车//v.乘坐出租汽车
tea,[ti:],"n.茶, 茶树, 茶叶, 茶点//vt.给...沏茶//vi.喝茶, 进茶点"
teacher,[5ti:tFE],n.教师
telephone,[5telifEun],"n.电话, 电话机//v.打电话"
ten,[ten],"num.十, 十个"
thank,[WANk],"vt.感谢, 用于表示强制的要求, 用将来时"
thanks,[WANks],n.谢谢(只用复数)
that,[TAt],"adj.那, 那个//pron.那, 那个//conj.引导从句"
the,[Ti:; Ti; TE; T],art.那
there,[TZE; TE],adv.在那里
this,[Tis],"adj.这, 这个, 今, 本//pron.这, 这个"
three,[Wri:],num.三
too,[tu:],"adv.也, 太过份"
tree,[tri:],"n.树, 木料, 树状物//vt.赶上树//n.[计] 显示驱动器的子目录结构//vi.爬上树, 逃上树"
two,[tu:],"num.二, 两个"
uncle,[5QNkl],"n.伯父, 叔父, 姨丈, 援助者"
under,[5QndE],"prep.在...之下, 在...之内, 在...领导下, 低于, 假借//adv.在下"
very,[5veri],"adv.很, 甚, 及其, 非常, 完全//adj.真正的, 真实的, 恰好的, 绝对的, 十足的, 特别的"
very much,[],很；非常
vest,[vest],"n.汗衫, 背心, 内衣//vt.使穿衣服, 授予//vi.穿衣服, 归属"
wall,[wC:l],"n.墙壁, 围墙, 似墙之物//adj.墙壁的//vt.围以墙"
watch,[wCtF],"n.注视, 注意, 手表, 看守, 守护, 监视, 值班人//vt.看, 注视, 照顾, 监视, 警戒, 守护, 看守//vi.观看, 注视, 守侯//adj.手表的, 挂表的"
welcome,[5welkEm],n.欢迎//vt.欢迎//int.欢迎//adj.受欢迎的
what,[(h)wCt],"pron.什么//int.怎么, 多么//adj.什么//adv.到什么程度, 在哪一方面//n.本质, 实质, 要素"
where,[(h)wZE],"adv.什么地方, 在哪里, ...的(地方)体学生, 学派"
white,[(h)wait],"n.白色, 蛋白, 白种人//adj.白(色)的, 白种人的"
who,[hu:],"pron.谁, 那...的(人)导从句"
whose,[hu:z],"pron.谁的, 那(些)人的"
wish,[wiF],"n.愿望, 心愿, 请求, 所愿望的事物, 祝愿//v.希望, 想要, 但愿, 祝贺"
woman,[5wumEn],"n.女人, 妇女, 女仆//adj.女人的, 女性的, 妇女的//vt.为...配备妇女, 使成女人腔"
yard,[jB:d],"n.院子, 码"
year,[jE:; jiE],"n.年, 年龄, 年岁"
yellow,[5jelEu],n.黄色//adj.黄色的
yes,[jes],adv.n.是
you,[ju:; ju],"pron.你, 你们"
your,[jC:; juE],"pron.你的, 你们的"
zebra,[5zi:brE; 5zebrE],n.斑马
zoo,[zu:],n.动物园
